36, 88.97
21, 84.18
21, 84.17
21, 84.16
12, 80.51
28, 80.84
20, 81.13
22, 86.90
31, 87.65
24, 81.92
28, 80.96
25, 83.80
29, 83.71
22, 86.78
21, 84.70
30, 86.11
27, 88.20
17, 84.66
33, 83.45
19, 77.87
25, 83.66
26, 86.33
24, 81.50
30, 85.57
26, 86.16
30, 85.39
28, 81.82
24, 81.02
25, 84.34
28, 81.45
25, 84.06
31, 88.04
29, 83.96
30, 85.68
19, 77.82
29, 83.60
26, 86.40
28, 81.53
27, 88.03
29, 83.76
27, 88.55
26, 86.62
30, 85.55
30, 85.77
37, 83.89
25, 83.69
24, 81.12
24, 81.06
28, 81.33
15, 77.19
28, 81.43
30, 86.12
27, 88.23
28, 81.26
25, 84.01
28, 82.03
15, 77.10
28, 81.51
22, 86.18
23, 81.12
24, 81.80
22, 85.93
24, 81.33
19, 77.48
25, 84.11
27, 88.64
30, 85.60
14, 76.04
30, 85.44
30, 85.64
21, 83.89
29, 83.53
19, 77.92
16, 81.06
36, 88.92
23, 79.64
27, 88.41
17, 84.47
21, 84.19
30, 86.12
24, 81.21
25, 83.52
27, 86.64
25, 84.24
29, 83.75
27, 87.93
30, 86.05
21, 84.19
24, 81.30
30, 85.85
18, 87.62
22, 87.09
29, 84.01
30, 85.97
19, 77.86
30, 85.64
13, 85.08
15, 77.47
22, 86.76
29, 83.61
21, 83.83
25, 83.70
24, 80.80
30, 85.86
21, 83.81
30, 85.62
25, 84.08
30, 85.61
27, 87.96
12, 81.46
26, 86.20
29, 83.53
27, 88.11
27, 88.65
