9, 83.33
9, 82.70
8, 82.94
9, 83.64
8, 82.22
10, 82.87
9, 82.75
6, 81.32
9, 82.92
9, 83.02
3, 80.15
8, 82.72
10, 83.85
9, 83.07
9, 82.36
3, 78.18
7, 82.57
8, 82.16
9, 83.12
2, 71.11
3, 79.65
6, 82.10
6, 83.15
8, 82.63
8, 83.47
9, 82.98
5, 81.37
9, 82.54
8, 82.38
7, 82.61
2, 67.00
9, 83.10
9, 83.42
6, 81.46
3, 75.63
7, 82.63
7, 81.62
9, 83.26
6, 82.10
8, 82.71
9, 82.94
8, 82.24
10, 83.06
8, 82.42
8, 82.43
8, 82.96
9, 82.38
8, 83.61
3, 81.06
9, 82.93
6, 81.28
9, 83.73
6, 83.23
7, 82.56
9, 83.00
7, 83.41
8, 82.69
9, 83.39
5, 81.33
9, 83.81
9, 83.39
4, 81.12
8, 83.01
8, 82.27
8, 82.75
4, 82.57
8, 83.66
8, 81.89
6, 81.47
8, 82.95
6, 82.77
8, 82.30
8, 82.80
8, 82.41
9, 82.97
5, 79.31
8, 83.41
3, 80.59
9, 82.98
7, 81.81
9, 83.92
7, 83.00
10, 82.98
5, 80.76
9, 82.77
8, 82.64
2, 69.18
4, 82.65
8, 82.86
8, 83.58
8, 82.60
7, 82.09
8, 82.59
8, 82.66
5, 81.25
6, 80.89
9, 82.76
7, 82.38
8, 82.43
3, 80.91
7, 82.53
8, 82.15
9, 82.80
9, 83.11
7, 82.61
8, 82.47
6, 81.56
9, 82.88
9, 83.04
4, 81.36
8, 82.96
9, 82.96
9, 82.78
7, 82.79
9, 82.39
8, 82.48
3, 80.84
9, 83.96
8, 82.19
9, 83.11
8, 82.25
9, 82.24
9, 83.82
9, 82.82
2, 67.68
7, 82.35
8, 82.46
8, 82.65
6, 82.48
9, 83.80
9, 82.74
6, 82.28
9, 83.15
9, 83.07
8, 83.19
8, 82.91
6, 81.68
6, 82.82
8, 82.17
4, 80.67
7, 82.71
8, 82.01
9, 82.78
9, 82.72
8, 82.30
5, 80.61
8, 82.53
9, 83.27
8, 82.93
9, 83.02
7, 82.55
8, 82.54
8, 83.22
9, 82.67
8, 82.85
9, 82.77
7, 81.95
10, 83.02
9, 82.78
8, 82.32
5, 81.50
8, 82.75
5, 80.65
9, 82.88
6, 82.46
8, 82.71
4, 82.07
8, 82.99
9, 82.54
8, 82.84
9, 83.50
3, 81.92
4, 81.71
8, 82.27
8, 82.77
8, 82.79
9, 83.16
8, 82.50
